epoch,loss,acc
1,5.138654184341431,0.02294921875
2,4.788153982162475,0.0255859375
3,4.772442944844564,0.025553385416666668
4,4.756908273696899,0.024837239583333334
5,4.751485617955526,0.024772135416666667
6,4.741760492324829,0.027311197916666665
7,4.737390104929606,0.026822916666666665
8,4.731657075881958,0.026920572916666666
9,4.732579882939657,0.02470703125
10,4.728070084253947,0.025813802083333334
11,4.725714461008708,0.027376302083333335
12,4.723719437917073,0.0287109375
13,4.723796129226685,0.02744140625
14,4.7219890594482425,0.027897135416666666
15,4.720050207773844,0.027897135416666666
16,4.7169264157613116,0.029427083333333333
17,4.716787354151408,0.028743489583333334
18,4.717795785268148,0.026920572916666666
19,4.712127335866293,0.029427083333333333
20,4.670449177424113,0.033984375
21,4.612449757258097,0.03837890625
22,4.581391859054565,0.039811197916666666
23,4.558256991704305,0.038671875
24,4.541269620259603,0.041276041666666666
25,4.514798370997111,0.04251302083333333
26,4.491903193791708,0.043684895833333334
27,4.410636393229167,0.05553385416666667
28,4.336080169677734,0.06067708333333333
29,4.286432361602783,0.06520182291666667
30,4.260577646891276,0.069140625
31,4.221689017613729,0.07447916666666667
32,4.183396085103353,0.0794921875
33,4.156905206044515,0.08463541666666667
34,4.130645624796549,0.08776041666666666
35,4.0942005554835,0.0943359375
36,4.090998729070027,0.09479166666666666
37,4.036772338549296,0.10078125
38,4.009026646614075,0.10611979166666667
39,3.9853983163833617,0.10992838541666666
40,3.967139967282613,0.11126302083333334
41,3.953613615036011,0.11614583333333334
42,3.9202707529067995,0.11803385416666666
43,3.8983862002690635,0.12233072916666667
44,3.878155740102132,0.12483723958333333
45,3.8572606007258097,0.129296875
46,3.834415491422017,0.12864583333333332
47,3.8166539748509725,0.13157552083333332
48,3.796596582730611,0.1337890625
49,3.7735294977823894,0.13727213541666666
50,3.7539865732192994,0.13873697916666666
51,3.7339043855667113,0.14225260416666666
52,3.7174836079279583,0.14384765625
53,3.707486120859782,0.14622395833333332
54,3.6791685978571573,0.1498046875
55,3.6595810333887737,0.15302734375
56,3.634556253751119,0.15501302083333332
57,3.6162079016367596,0.15748697916666668
58,3.5940624475479126,0.15999348958333334
59,3.578490877151489,0.16461588541666666
60,3.5566431283950806,0.16770833333333332
61,3.544394103686015,0.16656901041666666
62,3.5331339836120605,0.1712890625
63,3.52242267926534,0.17174479166666667
64,3.5086021582285563,0.17154947916666666
65,3.503222608566284,0.1736328125
66,3.489758038520813,0.17646484375
67,3.4781917333602905,0.17955729166666667
68,3.4430280764897665,0.18483072916666668
69,3.424270184834798,0.1853515625
70,3.4026392857233683,0.1884765625
71,3.388887906074524,0.18684895833333334
72,3.3788256009419757,0.19212239583333332
73,3.350770139694214,0.19554036458333332
74,3.3406278530756635,0.19765625
75,3.3195454597473146,0.19908854166666667
76,3.3048441648483275,0.20296223958333334
77,3.2837830861409505,0.20296223958333334
78,3.262311752637227,0.20859375
79,3.2525311946868896,0.21025390625
80,3.23552774588267,0.21409505208333332
81,3.2081978638966877,0.21800130208333332
82,3.185655363400777,0.21920572916666667
83,3.1684649705886843,0.22486979166666668
84,3.1536144097646077,0.22581380208333332
85,3.144767395655314,0.22587890625
86,3.1372305154800415,0.22548828125
87,3.1097389300664267,0.232421875
88,3.099394917488098,0.23577473958333334
89,3.0791579484939575,0.23753255208333332
90,3.0709778547286986,0.24016927083333334
91,3.1373610893885293,0.22991536458333334
92,3.2203779935836794,0.21595052083333333
93,3.1124383131663005,0.22802734375
94,3.053134870529175,0.23893229166666666
95,3.0180658102035522,0.25078125
96,2.9784674406051637,0.2552408854166667
97,2.9490920623143513,0.25856119791666665
98,2.924101463953654,0.26682942708333335
99,2.893891469637553,0.27076822916666665
100,2.8694762706756594,0.27438151041666664
